signal,entry_time,exit_time,pair,direction,pair_entry,pair_exit,r_actual,outcome,sl_pts_dxy,dxy_outcome,dxy_entry,dxy_tp,dxy_sl,london_open,gap_pts_at_lon,wave_ext_pts
LON_ATTR_LONG,2023-10-23 08:15:00+00:00,2023-10-23 14:15:00+00:00,AUDUSD,short,0.63115,0.63261,-1.0,loss,1460,loss,106.101,106.32,105.955,106.292,0.0,0.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,AUDUSD,long,0.631,0.6336,3.21,win,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,USDJPY,short,149.94,149.791,1.84,win,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,USDCHF,short,0.8917,0.89251,-1.0,loss,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,NZDUSD,long,0.582,0.5842,2.716,win,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,GBPUSD,long,1.21685,1.21604,-1.0,loss,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,EURUSD,long,1.06074,1.05993,-1.0,loss,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
ATTR_CORE_SHORT,2023-10-23 11:15:00+00:00,2023-10-23 15:45:00+00:00,USDCAD,short,1.37228,1.37309,-1.0,loss,810,win,149.94,149.7375,150.021,149.923,230.0,310.0
GAP_REJ_LONG,2023-10-30 10:00:00+00:00,2023-10-30 13:00:00+00:00,USDJPY,long,149.669,149.748,0.459,win,1720,loss,106.442,106.614,106.27,106.562,-220.0,0.0
GAP_REJ_LONG,2023-10-30 10:00:00+00:00,2023-10-30 13:00:00+00:00,NZDUSD,short,0.5834,0.5836,-0.116,loss,1720,loss,106.442,106.614,106.27,106.562,-220.0,0.0
REV_SHORT,2023-10-30 11:15:00+00:00,2023-10-30 11:30:00+00:00,GBPUSD,long,1.2124,1.2135,2.75,win,400,loss,149.735,149.635,149.775,149.59,0.0,1500.0
REV_SHORT,2023-10-30 11:15:00+00:00,2023-10-30 11:30:00+00:00,NZDUSD,long,0.58315,0.5836,1.125,win,400,loss,149.735,149.635,149.775,149.59,0.0,1500.0
REV_SHORT,2023-10-30 11:15:00+00:00,2023-10-30 11:30:00+00:00,AUDUSD,long,0.63725,0.6376,0.875,win,400,loss,149.735,149.635,149.775,149.59,0.0,1500.0
REV_SHORT,2023-10-30 11:15:00+00:00,2023-10-30 11:30:00+00:00,USDJPY,short,149.735,149.775,-1.0,loss,400,loss,149.735,149.635,149.775,149.59,0.0,1500.0
