signal,pair,entry_time,exit_time,direction,entry,exit_px,sl_pts_dxy,dxy_outcome,outcome,r_val
REV_LONG,USDCHF,2026-05-15 08:45:00+00:00,2026-05-15 20:45:00+00:00,long,0.78567,0.78636,3000,timeout,win,0.23
LON_ATTR_SHORT,USDCHF,2025-07-04 18:00:00+00:00,2025-07-07 02:30:00+00:00,short,0.79328,0.79448,1030,loss,loss,-1.165
LON_ATTR_SHORT,USDCHF,2025-07-07 08:15:00+00:00,2025-07-07 16:15:00+00:00,short,0.79657,0.79705,1430,loss,loss,-0.3357
LON_ATTR_LONG,USDCHF,2025-07-08 07:45:00+00:00,2025-07-08 08:00:00+00:00,long,0.796,0.79649,440,win,win,1.1136
LON_ATTR_LONG,USDCHF,2025-07-14 08:00:00+00:00,2025-07-14 15:45:00+00:00,long,0.79742,0.79769,1390,win,win,0.1942
LON_ATTR_LONG,USDCHF,2025-07-18 15:00:00+00:00,2025-07-18 17:15:00+00:00,long,0.79969,0.80115,2090,win,win,0.6986
LON_ATTR_LONG,USDCHF,2025-07-21 12:30:00+00:00,2025-07-21 15:00:00+00:00,long,0.79935,0.7971,2250,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-08-11 09:30:00+00:00,2025-08-11 11:45:00+00:00,short,0.80938,0.81091,1680,loss,loss,-0.9107
LON_ATTR_LONG,USDCHF,2025-08-13 08:45:00+00:00,2025-08-13 09:15:00+00:00,long,0.80339,0.8025,620,loss,loss,-1.4355
LON_ATTR_SHORT,USDCHF,2025-08-25 14:00:00+00:00,2025-08-25 15:00:00+00:00,short,0.80243,0.80293,1210,loss,loss,-0.4132
LON_ATTR_SHORT,USDCHF,2025-08-27 08:30:00+00:00,2025-08-27 16:00:00+00:00,short,0.80675,0.80353,2430,win,win,1.3251
LON_ATTR_LONG,USDCHF,2025-09-08 08:30:00+00:00,2025-09-08 12:45:00+00:00,long,0.79592,0.79465,950,loss,loss,-1.3368
LON_ATTR_LONG,USDCHF,2025-09-15 07:30:00+00:00,2025-09-15 10:00:00+00:00,long,0.79627,0.79537,1200,loss,loss,-0.75
LON_ATTR_SHORT,USDCHF,2025-10-07 09:30:00+00:00,2025-10-07 18:30:00+00:00,short,0.79794,0.79794,1410,loss,even,0.0
LON_ATTR_SHORT,USDCHF,2025-10-13 12:45:00+00:00,2025-10-15 02:30:00+00:00,short,0.80465,0.80037,3890,win,win,1.1003
LON_ATTR_SHORT,USDCHF,2025-10-17 13:00:00+00:00,2025-10-21 02:30:00+00:00,short,0.79219,0.79298,2800,loss,loss,-0.2821
LON_ATTR_SHORT,USDCHF,2025-10-30 13:00:00+00:00,2025-11-04 19:45:00+00:00,short,0.80317,0.81043,5680,loss,loss,-1.2782
LON_ATTR_LONG,USDCHF,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,long,0.80781,0.80577,1830,loss,loss,-1.1148
LON_ATTR_LONG,USDCHF,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,long,0.80577,0.80365,1730,loss,loss,-1.2254
LON_ATTR_LONG,USDCHF,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,long,0.79522,0.79119,2690,loss,loss,-1.4981
LON_ATTR_LONG,USDCHF,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,long,0.79375,0.79478,740,win,win,1.3919
LON_ATTR_SHORT,USDCHF,2025-12-19 09:30:00+00:00,2025-12-19 14:00:00+00:00,short,0.79503,0.79413,1280,win,win,0.7031
LON_ATTR_SHORT,USDCHF,2026-01-06 09:30:00+00:00,2026-01-06 15:00:00+00:00,short,0.79244,0.79434,1580,loss,loss,-1.2025
LON_ATTR_LONG,USDCHF,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,long,0.80173,0.80234,720,win,win,0.8472
LON_ATTR_SHORT,USDCHF,2026-02-16 15:45:00+00:00,2026-02-17 07:30:00+00:00,short,0.76936,0.7703,1530,loss,loss,-0.6144
LON_ATTR_SHORT,USDCHF,2026-02-17 07:45:00+00:00,2026-02-17 09:15:00+00:00,short,0.77044,0.76936,1270,win,win,0.8504
LON_ATTR_SHORT,USDCHF,2026-02-23 08:45:00+00:00,2026-02-23 11:15:00+00:00,short,0.77351,0.77589,1760,loss,loss,-1.3523
LON_ATTR_SHORT,USDCHF,2026-02-24 08:00:00+00:00,2026-02-24 09:15:00+00:00,short,0.77531,0.77398,1200,win,win,1.1083
LON_ATTR_SHORT,USDCHF,2026-03-03 15:15:00+00:00,2026-03-04 11:15:00+00:00,short,0.78664,0.7803,8360,win,win,0.7584
LON_ATTR_LONG,USDCHF,2026-03-17 09:00:00+00:00,2026-03-17 13:15:00+00:00,long,0.78707,0.78607,1910,loss,loss,-0.5236
LON_ATTR_SHORT,USDCHF,2026-03-27 11:15:00+00:00,2026-03-27 15:15:00+00:00,short,0.79728,0.79707,1520,win,win,0.1382
LON_ATTR_SHORT,USDCHF,2026-04-16 09:45:00+00:00,2026-04-17 12:15:00+00:00,short,0.78373,0.78197,1970,win,win,0.8934
LON_ATTR_LONG,USDCHF,2026-04-17 15:30:00+00:00,2026-04-19 22:00:00+00:00,long,0.77962,0.78336,3010,win,win,1.2425
LON_ATTR_LONG,USDCHF,2026-04-20 07:15:00+00:00,2026-04-20 07:30:00+00:00,long,0.78184,0.78211,490,win,win,0.551
LON_ATTR_LONG,USDCHF,2026-04-24 13:00:00+00:00,2026-04-26 22:00:00+00:00,long,0.78638,0.78594,1880,win,loss,-0.234
LON_ATTR_LONG,USDCHF,2026-04-27 09:30:00+00:00,2026-04-28 00:45:00+00:00,long,0.78393,0.78584,2050,win,win,0.9317
LON_ATTR_SHORT,USDCHF,2026-05-04 08:00:00+00:00,2026-05-04 10:00:00+00:00,short,0.78313,0.78413,1730,loss,loss,-0.578
LON_ATTR_LONG,USDCHF,2026-05-07 08:30:00+00:00,2026-05-07 08:45:00+00:00,long,0.77765,0.77756,40,win,loss,-2.25
LON_ATTR_LONG,USDCHF,2026-05-11 15:00:00+00:00,2026-05-12 00:45:00+00:00,long,0.77712,0.77896,1480,win,win,1.2432
GAP_REJ_LONG,USDJPY,2023-10-09 18:30:00+00:00,2023-10-10 00:00:00+00:00,long,148.578,148.331,1560,loss,loss,-1.5833
GAP_REJ_LONG,USDJPY,2023-10-10 09:00:00+00:00,2023-10-10 11:00:00+00:00,long,148.927,149.039,1460,win,win,0.7671
GAP_REJ_LONG,USDJPY,2023-10-20 13:15:00+00:00,2023-10-20 13:30:00+00:00,long,149.935,149.927,360,loss,loss,-0.2222
GAP_REJ_LONG,USDJPY,2023-10-30 07:15:00+00:00,2023-10-30 07:30:00+00:00,long,149.418,149.57,430,win,win,3.5349
ATTR_SHORT,USDJPY,2023-12-04 09:00:00+00:00,2023-12-04 14:00:00+00:00,short,146.728,146.862,2780,loss,loss,-0.482
GAP_REJ_LONG,USDJPY,2024-01-08 10:15:00+00:00,2024-01-08 10:30:00+00:00,long,144.363,144.452,280,loss,win,3.1786
GAP_REJ_SHORT,USDJPY,2024-01-29 11:45:00+00:00,2024-01-29 12:30:00+00:00,short,147.873,147.884,1010,win,loss,-0.1089
GAP_REJ_LONG,USDJPY,2024-02-07 11:45:00+00:00,2024-02-07 12:00:00+00:00,long,148.083,148.158,250,win,win,3.0
ATTR_LONG,USDJPY,2024-10-07 08:15:00+00:00,2024-10-07 09:00:00+00:00,long,148.159,148.456,930,win,win,3.1935
GAP_REJ_SHORT,USDJPY,2024-10-14 08:30:00+00:00,2024-10-14 08:45:00+00:00,short,149.418,149.421,130,loss,loss,-0.2308
ATTR_SHORT,USDJPY,2024-10-28 07:30:00+00:00,2024-10-28 07:45:00+00:00,short,153.225,153.329,210,loss,loss,-4.9524
REV_SHORT,USDJPY,2024-11-25 10:15:00+00:00,2024-11-25 13:15:00+00:00,short,154.374,153.806,3000,win,win,1.8933
GAP_REJ_SHORT,USDJPY,2024-12-30 07:30:00+00:00,2024-12-30 08:15:00+00:00,short,157.824,157.859,380,loss,loss,-0.9211
GAP_REJ_LONG,USDJPY,2025-02-26 09:00:00+00:00,2025-02-26 10:15:00+00:00,long,149.276,149.337,540,win,win,1.1296
GAP_REJ_LONG,USDJPY,2025-04-07 08:00:00+00:00,2025-04-07 08:15:00+00:00,long,145.862,146.134,120,win,win,22.6667
GAP_REJ_LONG,USDJPY,2025-04-28 09:45:00+00:00,2025-04-28 11:15:00+00:00,long,143.449,143.49,740,win,win,0.5541
GAP_REJ_LONG,USDJPY,2025-05-06 07:00:00+00:00,2025-05-06 07:30:00+00:00,long,143.639,143.214,1070,loss,loss,-3.972
GAP_REJ_SHORT,USDJPY,2025-06-09 13:15:00+00:00,2025-06-09 14:00:00+00:00,short,144.703,144.557,780,win,win,1.8718
GAP_REJ_LONG,USDJPY,2025-06-16 09:30:00+00:00,2025-06-16 14:00:00+00:00,long,144.162,143.757,2950,loss,loss,-1.3729
GAP_REJ_LONG,USDJPY,2025-07-04 06:15:00+00:00,2025-07-07 02:30:00+00:00,long,144.27,144.763,1810,win,win,2.7238
GAP_REJ_SHORT,USDJPY,2025-07-28 06:30:00+00:00,2025-07-28 09:30:00+00:00,short,148.14,148.342,2860,loss,loss,-0.7063
REV_LONG,USDJPY,2025-07-28 07:15:00+00:00,2025-07-28 09:30:00+00:00,long,147.933,148.342,3000,win,win,1.3633
GAP_REJ_SHORT,USDJPY,2025-10-13 09:00:00+00:00,2025-10-13 11:45:00+00:00,short,152.244,152.106,1160,loss,win,1.1897
REV_SHORT,USDJPY,2025-10-17 07:00:00+00:00,2025-10-17 12:15:00+00:00,short,149.504,150.445,3000,loss,loss,-3.1367
REV_SHORT,USDJPY,2025-10-28 07:00:00+00:00,2025-10-29 09:00:00+00:00,short,152.142,152.388,3000,loss,loss,-0.82
REV_SHORT,USDJPY,2025-10-28 07:15:00+00:00,2025-10-29 09:00:00+00:00,short,152.148,152.388,3000,loss,loss,-0.8
REV_SHORT,USDJPY,2025-10-28 09:30:00+00:00,2025-10-29 09:00:00+00:00,short,151.897,152.388,3000,loss,loss,-1.6367
REV_SHORT,USDJPY,2025-10-28 09:45:00+00:00,2025-10-29 09:00:00+00:00,short,151.915,152.388,3000,loss,loss,-1.5767
REV_SHORT,USDJPY,2025-10-28 10:00:00+00:00,2025-10-29 09:00:00+00:00,short,151.9,152.388,3000,loss,loss,-1.6267
GAP_REJ_SHORT,USDJPY,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,short,153.563,153.41,400,win,win,3.825
ATTR_SHORT,USDJPY,2025-11-17 09:30:00+00:00,2025-11-17 13:30:00+00:00,short,154.716,154.842,870,loss,loss,-1.4483
REV_SHORT,USDJPY,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,short,156.11,155.256,3000,win,win,2.8467
GAP_REJ_LONG,USDJPY,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,long,158.115,158.046,60,loss,loss,-11.5
REV_SHORT,USDJPY,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,short,158.525,157.854,3000,win,win,2.2367
ATTR_LONG,USDJPY,2026-02-09 08:00:00+00:00,2026-02-09 13:15:00+00:00,long,156.606,156.103,3410,loss,loss,-1.4751
ATTR_LONG,USDJPY,2026-02-23 07:45:00+00:00,2026-02-23 08:00:00+00:00,long,154.479,154.575,660,win,win,1.4545
REV_LONG,USDJPY,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,long,158.516,158.085,3000,loss,loss,-1.4367
GAP_REJ_LONG,USDJPY,2026-03-16 16:45:00+00:00,2026-03-19 17:15:00+00:00,long,159.265,157.887,4910,loss,loss,-2.8065
REV_LONG,USDJPY,2026-03-25 07:45:00+00:00,2026-03-25 20:15:00+00:00,long,159.136,159.491,3000,win,win,1.1833
ATTR_LONG,USDJPY,2026-04-13 06:30:00+00:00,2026-04-13 07:15:00+00:00,long,159.68,159.671,1010,loss,loss,-0.0891
GAP_REJ_LONG,USDJPY,2026-05-11 07:45:00+00:00,2026-05-11 08:00:00+00:00,long,157.123,157.088,130,loss,loss,-2.6923
REV_LONG,USDJPY,2026-05-15 08:45:00+00:00,2026-05-15 20:45:00+00:00,long,158.561,158.718,3000,timeout,win,0.5233
LON_ATTR_SHORT,USDJPY,2023-10-09 10:45:00+00:00,2023-10-09 13:00:00+00:00,short,149.145,149.032,1470,win,win,0.7687
LON_ATTR_LONG,USDJPY,2023-10-23 08:15:00+00:00,2023-10-23 13:30:00+00:00,long,149.885,149.945,1460,win,win,0.411
LON_ATTR_SHORT,USDJPY,2023-12-04 10:15:00+00:00,2023-12-04 14:00:00+00:00,short,146.628,146.862,1400,loss,loss,-1.6714
LON_ATTR_LONG,USDJPY,2024-01-10 09:30:00+00:00,2024-01-11 01:45:00+00:00,long,144.925,145.363,1850,loss,win,2.3676
LON_ATTR_SHORT,USDJPY,2024-01-22 08:45:00+00:00,2024-01-22 12:15:00+00:00,short,148.24,147.797,1400,win,win,3.1643
LON_ATTR_SHORT,USDJPY,2024-02-06 14:15:00+00:00,2024-02-06 16:15:00+00:00,short,148.556,148.068,2200,win,win,2.2182
LON_ATTR_LONG,USDJPY,2024-04-09 10:15:00+00:00,2024-04-09 12:45:00+00:00,long,151.818,151.769,1130,loss,loss,-0.4336
LON_ATTR_LONG,USDJPY,2024-04-19 09:30:00+00:00,2024-04-19 10:00:00+00:00,long,154.455,154.536,640,win,win,1.2656
LON_ATTR_SHORT,USDJPY,2024-04-22 12:00:00+00:00,2024-04-23 07:15:00+00:00,short,154.727,154.796,2260,win,loss,-0.3053
LON_ATTR_LONG,USDJPY,2024-05-06 12:45:00+00:00,2024-05-06 19:15:00+00:00,long,153.519,153.929,2270,win,win,1.8062
LON_ATTR_SHORT,USDJPY,2024-06-11 10:45:00+00:00,2024-06-11 13:30:00+00:00,short,157.095,157.085,1370,loss,win,0.073
LON_ATTR_LONG,USDJPY,2024-07-04 14:45:00+00:00,2024-07-05 03:15:00+00:00,long,161.061,160.544,1380,loss,loss,-3.7464
LON_ATTR_LONG,USDJPY,2024-07-08 10:15:00+00:00,2024-07-08 10:30:00+00:00,long,160.946,160.981,420,win,win,0.8333
LON_ATTR_LONG,USDJPY,2024-07-17 13:30:00+00:00,2024-07-18 18:00:00+00:00,long,156.31,157.215,4040,win,win,2.2401
LON_ATTR_SHORT,USDJPY,2024-09-10 15:30:00+00:00,2024-09-11 01:30:00+00:00,short,142.452,141.945,1080,win,win,4.6944
LON_ATTR_LONG,USDJPY,2024-09-16 08:45:00+00:00,2024-09-16 15:30:00+00:00,long,139.849,140.754,1160,win,win,7.8017
LON_ATTR_SHORT,USDJPY,2024-09-25 09:45:00+00:00,2024-09-25 13:00:00+00:00,short,144.18,144.023,1660,win,win,0.9458
LON_ATTR_SHORT,USDJPY,2024-10-21 10:00:00+00:00,2024-10-21 12:30:00+00:00,short,150.032,149.885,1180,win,win,1.2458
LON_ATTR_SHORT,USDJPY,2024-10-23 15:45:00+00:00,2024-10-24 07:30:00+00:00,short,152.817,152.126,1670,win,win,4.1377
LON_ATTR_LONG,USDJPY,2024-10-28 11:00:00+00:00,2024-10-29 12:00:00+00:00,long,152.602,153.689,2370,win,win,4.5865
LON_ATTR_LONG,USDJPY,2024-11-06 09:30:00+00:00,2024-11-06 11:00:00+00:00,long,153.855,153.997,1500,win,win,0.9467
LON_ATTR_SHORT,USDJPY,2024-11-12 10:30:00+00:00,2024-11-12 16:30:00+00:00,short,154.089,154.697,1700,loss,loss,-3.5765
LON_ATTR_SHORT,USDJPY,2024-11-19 10:15:00+00:00,2024-11-19 13:30:00+00:00,short,153.646,153.534,1700,win,win,0.6588
LON_ATTR_SHORT,USDJPY,2024-11-25 08:15:00+00:00,2024-11-25 09:45:00+00:00,short,154.534,154.418,3040,win,win,0.3816
LON_ATTR_LONG,USDJPY,2024-12-09 15:15:00+00:00,2024-12-09 19:45:00+00:00,long,151.208,151.236,2090,win,win,0.134
LON_ATTR_SHORT,USDJPY,2024-12-10 09:45:00+00:00,2024-12-10 15:15:00+00:00,short,151.593,151.975,2800,loss,loss,-1.3643
LON_ATTR_LONG,USDJPY,2025-01-06 07:30:00+00:00,2025-01-06 08:00:00+00:00,long,157.614,157.674,640,loss,win,0.9375
LON_ATTR_LONG,USDJPY,2025-01-22 10:00:00+00:00,2025-01-22 14:30:00+00:00,long,155.7,156.162,2930,win,win,1.5768
LON_ATTR_LONG,USDJPY,2025-03-04 09:00:00+00:00,2025-03-04 11:45:00+00:00,long,149.01,148.361,2060,loss,loss,-3.1505
LON_ATTR_LONG,USDJPY,2025-03-18 08:30:00+00:00,2025-03-18 11:45:00+00:00,long,149.695,149.743,2320,win,win,0.2069
LON_ATTR_SHORT,USDJPY,2025-04-08 08:30:00+00:00,2025-04-08 09:15:00+00:00,short,147.246,147.403,2500,loss,loss,-0.628
LON_ATTR_LONG,USDJPY,2025-04-21 09:30:00+00:00,2025-04-21 11:00:00+00:00,long,140.584,141.017,3060,win,win,1.415
LON_ATTR_LONG,USDJPY,2025-05-06 08:15:00+00:00,2025-05-06 09:15:00+00:00,long,142.98,143.177,1620,win,win,1.216
LON_ATTR_LONG,USDJPY,2025-05-09 09:15:00+00:00,2025-05-09 09:30:00+00:00,long,145.16,145.15,340,loss,loss,-0.2941
LON_ATTR_SHORT,USDJPY,2025-05-12 17:30:00+00:00,2025-05-14 08:00:00+00:00,short,148.523,146.571,12870,win,win,1.5167
LON_ATTR_LONG,USDJPY,2025-05-19 07:45:00+00:00,2025-05-19 09:30:00+00:00,long,144.848,144.881,2520,loss,win,0.131
LON_ATTR_SHORT,USDJPY,2025-05-21 08:45:00+00:00,2025-05-21 10:00:00+00:00,short,144.116,143.938,1450,win,win,1.2276
LON_ATTR_LONG,USDJPY,2025-05-23 09:45:00+00:00,2025-05-23 11:30:00+00:00,long,143.306,142.881,1890,loss,loss,-2.2487
LON_ATTR_LONG,USDJPY,2025-06-10 11:45:00+00:00,2025-06-11 07:00:00+00:00,long,144.583,145.165,2260,win,win,2.5752
LON_ATTR_LONG,USDJPY,2025-06-16 09:30:00+00:00,2025-06-16 13:00:00+00:00,long,144.162,143.911,1160,loss,loss,-2.1638
LON_ATTR_SHORT,USDJPY,2025-07-04 18:00:00+00:00,2025-07-07 02:30:00+00:00,short,144.482,144.763,1030,loss,loss,-2.7282
LON_ATTR_SHORT,USDJPY,2025-07-07 08:15:00+00:00,2025-07-07 16:15:00+00:00,short,145.149,145.833,1430,loss,loss,-4.7832
LON_ATTR_LONG,USDJPY,2025-07-08 07:45:00+00:00,2025-07-08 08:00:00+00:00,long,146.036,146.097,440,win,win,1.3864
LON_ATTR_LONG,USDJPY,2025-07-14 08:00:00+00:00,2025-07-14 15:45:00+00:00,long,147.197,147.694,1390,win,win,3.5755
LON_ATTR_LONG,USDJPY,2025-07-18 15:00:00+00:00,2025-07-18 17:15:00+00:00,long,148.445,148.739,2090,win,win,1.4067
LON_ATTR_LONG,USDJPY,2025-07-21 12:30:00+00:00,2025-07-21 15:00:00+00:00,long,147.434,147.331,2250,loss,loss,-0.4578
LON_ATTR_SHORT,USDJPY,2025-08-11 09:30:00+00:00,2025-08-11 11:45:00+00:00,short,147.628,147.867,1680,loss,loss,-1.4226
LON_ATTR_LONG,USDJPY,2025-08-13 08:45:00+00:00,2025-08-13 09:15:00+00:00,long,147.269,147.226,620,loss,loss,-0.6935
LON_ATTR_SHORT,USDJPY,2025-08-25 14:00:00+00:00,2025-08-25 15:00:00+00:00,short,147.378,147.448,1210,loss,loss,-0.5785
LON_ATTR_SHORT,USDJPY,2025-08-27 08:30:00+00:00,2025-08-27 16:00:00+00:00,short,147.917,147.7,2430,win,win,0.893
LON_ATTR_LONG,USDJPY,2025-09-08 08:30:00+00:00,2025-09-08 12:45:00+00:00,long,147.656,147.697,950,loss,win,0.4316
LON_ATTR_LONG,USDJPY,2025-09-15 07:30:00+00:00,2025-09-15 10:00:00+00:00,long,147.423,147.327,1200,loss,loss,-0.8
LON_ATTR_SHORT,USDJPY,2025-10-07 09:30:00+00:00,2025-10-07 18:30:00+00:00,short,150.746,151.872,1410,loss,loss,-7.9858
LON_ATTR_SHORT,USDJPY,2025-10-13 12:45:00+00:00,2025-10-15 02:30:00+00:00,short,152.214,151.081,3890,win,win,2.9126
LON_ATTR_SHORT,USDJPY,2025-10-17 13:00:00+00:00,2025-10-21 02:30:00+00:00,short,150.354,151.075,2800,loss,loss,-2.575
LON_ATTR_LONG,USDJPY,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,long,153.61,153.071,1830,loss,loss,-2.9454
LON_ATTR_LONG,USDJPY,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,long,153.071,153.207,1730,loss,win,0.7861
LON_ATTR_LONG,USDJPY,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,long,154.567,154.257,2690,loss,loss,-1.1524
LON_ATTR_LONG,USDJPY,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,long,154.7,154.755,740,win,win,0.7432
LON_ATTR_SHORT,USDJPY,2026-01-06 09:30:00+00:00,2026-01-06 15:00:00+00:00,short,156.413,156.62,1580,loss,loss,-1.3101
LON_ATTR_LONG,USDJPY,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,long,158.117,158.069,720,win,loss,-0.6667
LON_ATTR_SHORT,USDJPY,2026-02-16 15:45:00+00:00,2026-02-17 07:30:00+00:00,short,153.461,153.01,1530,loss,win,2.9477
LON_ATTR_SHORT,USDJPY,2026-02-17 07:45:00+00:00,2026-02-17 09:15:00+00:00,short,153.082,152.878,1270,win,win,1.6063
LON_ATTR_SHORT,USDJPY,2026-02-23 08:45:00+00:00,2026-02-23 11:15:00+00:00,short,154.718,154.889,1760,loss,loss,-0.9716
LON_ATTR_SHORT,USDJPY,2026-02-24 08:00:00+00:00,2026-02-24 09:15:00+00:00,short,156.129,155.796,1200,win,win,2.775
LON_ATTR_LONG,USDJPY,2026-03-17 09:00:00+00:00,2026-03-17 13:15:00+00:00,long,159.142,158.874,1910,loss,loss,-1.4031
LON_ATTR_SHORT,USDJPY,2026-03-27 11:15:00+00:00,2026-03-27 15:15:00+00:00,short,159.846,159.819,1520,win,win,0.1776
LON_ATTR_SHORT,USDJPY,2026-04-16 09:45:00+00:00,2026-04-17 12:15:00+00:00,short,159.037,159.03,1970,win,win,0.0355
LON_ATTR_LONG,USDJPY,2026-04-17 15:30:00+00:00,2026-04-19 22:00:00+00:00,long,158.156,158.958,3010,win,win,2.6645
LON_ATTR_LONG,USDJPY,2026-04-20 07:15:00+00:00,2026-04-20 07:30:00+00:00,long,158.82,158.922,490,win,win,2.0816
LON_ATTR_LONG,USDJPY,2026-04-24 13:00:00+00:00,2026-04-26 22:00:00+00:00,long,159.505,159.559,1880,win,win,0.2872
LON_ATTR_LONG,USDJPY,2026-04-27 09:30:00+00:00,2026-04-28 00:45:00+00:00,long,159.161,159.468,2050,win,win,1.4976
LON_ATTR_SHORT,USDJPY,2026-05-04 08:00:00+00:00,2026-05-04 10:00:00+00:00,short,156.929,157.161,1730,loss,loss,-1.341
LON_ATTR_LONG,USDJPY,2026-05-07 08:30:00+00:00,2026-05-07 08:45:00+00:00,long,156.29,156.326,40,win,win,9.0
LON_ATTR_LONG,USDJPY,2026-05-11 15:00:00+00:00,2026-05-12 00:45:00+00:00,long,157.047,157.419,1480,win,win,2.5135
GAP_REJ_LONG,XAUUSD,2025-07-04 06:15:00+00:00,2025-07-07 02:30:00+00:00,short,3344.07,3309.5,1810,win,win,1.9099
GAP_REJ_SHORT,XAUUSD,2025-07-28 06:30:00+00:00,2025-07-28 09:30:00+00:00,long,3338.58,3337.54,2860,loss,loss,-0.0364
REV_LONG,XAUUSD,2025-07-28 07:15:00+00:00,2025-07-28 09:30:00+00:00,short,3340.05,3337.54,3000,win,win,0.0837
GAP_REJ_SHORT,XAUUSD,2025-10-13 09:00:00+00:00,2025-10-13 11:45:00+00:00,long,4076.07,4073.91,1160,loss,loss,-0.1862
REV_SHORT,XAUUSD,2025-10-17 07:00:00+00:00,2025-10-17 12:15:00+00:00,long,4355.3,4293.12,3000,loss,loss,-2.0727
REV_SHORT,XAUUSD,2025-10-28 07:00:00+00:00,2025-10-29 09:00:00+00:00,long,3946.02,4016.07,3000,loss,win,2.335
REV_SHORT,XAUUSD,2025-10-28 07:15:00+00:00,2025-10-29 09:00:00+00:00,long,3930.87,4016.07,3000,loss,win,2.84
REV_SHORT,XAUUSD,2025-10-28 09:30:00+00:00,2025-10-29 09:00:00+00:00,long,3909.83,4016.07,3000,loss,win,3.5413
REV_SHORT,XAUUSD,2025-10-28 09:45:00+00:00,2025-10-29 09:00:00+00:00,long,3904.6,4016.07,3000,loss,win,3.7157
REV_SHORT,XAUUSD,2025-10-28 10:00:00+00:00,2025-10-29 09:00:00+00:00,long,3901.91,4016.07,3000,loss,win,3.8053
GAP_REJ_SHORT,XAUUSD,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,long,3979.51,3993.83,400,win,win,3.58
ATTR_SHORT,XAUUSD,2025-11-17 09:30:00+00:00,2025-11-17 13:30:00+00:00,long,4086.06,4069.12,870,loss,loss,-1.9471
REV_SHORT,XAUUSD,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,long,4159.99,4258.54,3000,win,win,3.285
GAP_REJ_LONG,XAUUSD,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,short,4669.23,4667.75,60,loss,win,2.4667
REV_SHORT,XAUUSD,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,long,4715.57,4722.81,3000,win,win,0.2413
ATTR_LONG,XAUUSD,2026-02-09 08:00:00+00:00,2026-02-09 13:15:00+00:00,short,5019.72,5004.07,3410,loss,win,0.4589
ATTR_LONG,XAUUSD,2026-02-23 07:45:00+00:00,2026-02-23 08:00:00+00:00,short,5136.74,5138.41,660,win,loss,-0.253
REV_LONG,XAUUSD,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,short,5099.6,5099.48,3000,loss,win,0.004
GAP_REJ_LONG,XAUUSD,2026-03-16 16:45:00+00:00,2026-03-19 17:15:00+00:00,short,4990.49,4603.38,4910,loss,win,7.8841
REV_LONG,XAUUSD,2026-03-25 07:45:00+00:00,2026-03-25 20:15:00+00:00,short,4539.57,4523.66,3000,win,win,0.5303
ATTR_LONG,XAUUSD,2026-04-13 06:30:00+00:00,2026-04-13 07:15:00+00:00,short,4725.93,4730.87,1010,loss,loss,-0.4891
REV_LONG,XAUUSD,2026-04-28 09:45:00+00:00,2026-04-29 18:30:00+00:00,short,4604.84,4520.56,3000,win,win,2.8093
GAP_REJ_LONG,XAUUSD,2026-05-11 07:45:00+00:00,2026-05-11 08:00:00+00:00,short,4667.6,4672.06,130,loss,loss,-3.4308
LON_ATTR_SHORT,XAUUSD,2025-07-07 08:15:00+00:00,2025-07-07 16:15:00+00:00,long,3310.43,3324.64,1430,loss,win,0.9937
LON_ATTR_LONG,XAUUSD,2025-07-08 07:45:00+00:00,2025-07-08 08:00:00+00:00,short,3333.91,3327.82,440,win,win,1.3841
LON_ATTR_LONG,XAUUSD,2025-07-14 08:00:00+00:00,2025-07-14 15:45:00+00:00,short,3372.32,3344.99,1390,win,win,1.9662
LON_ATTR_LONG,XAUUSD,2025-07-18 15:00:00+00:00,2025-07-18 17:15:00+00:00,short,3352.87,3351.83,2090,win,win,0.0498
LON_ATTR_LONG,XAUUSD,2025-07-21 12:30:00+00:00,2025-07-21 15:00:00+00:00,short,3386.01,3396.54,2250,loss,loss,-0.468
