signal,entry_time,exit_time,pair,direction,pair_entry,pair_exit,r_actual,outcome,sl_pts_dxy,dxy_outcome,dxy_entry,dxy_tp,dxy_sl,london_open,gap_pts_at_lon,wave_ext_pts
REV_SHORT,2025-10-28 10:00:00+00:00,2025-10-29 09:00:00+00:00,USDCHF,short,0.79381,0.79698,-1.0,loss,3000,loss,98.675,98.375,98.975,98.676,,
REV_SHORT,2025-10-28 10:00:00+00:00,2025-10-29 09:00:00+00:00,USDJPY,short,151.9,152.388,-1.0,loss,3000,loss,98.675,98.375,98.975,98.676,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,AUDUSD,long,0.65147,0.65159,0.318,win,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,EURUSD,long,1.15258,1.15296,0.95,win,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,GBPUSD,long,1.31268,1.31382,-1.0,loss,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,NZDUSD,long,0.56867,0.56867,0.0,even,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,USDCAD,short,1.40654,1.40638,0.4,win,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,USDCHF,short,0.80771,0.80701,1.75,win,400,win,99.807,99.767,99.847,99.742,,
GAP_REJ_SHORT,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,USDJPY,short,153.563,153.41,-1.0,loss,400,win,99.807,99.767,99.847,99.742,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,AUDUSD,short,0.65189,0.64847,1.871,win,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,EURUSD,short,1.15317,1.15565,-1.0,loss,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,GBPUSD,short,1.30959,1.31161,-1.0,loss,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,NZDUSD,short,0.56676,0.56196,2.628,win,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,USDCHF,long,0.80783,0.80576,-1.0,loss,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-06 13:00:00+00:00,2025-11-07 11:30:00+00:00,USDJPY,long,153.61,153.071,-1.0,loss,1830,loss,99.843,100.026,99.66,100.065,,
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,AUDUSD,short,0.64847,0.64863,-0.097,loss,1730,loss,99.674,99.847,99.501,99.864,,
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,EURUSD,short,1.15565,1.15835,-1.0,loss,1730,loss,99.674,99.847,99.501,99.864,,
