gap,approach,reward,near_tp,n_sigs,net_r,wr,pf,net_eurusd,net_usdjpy,net_usdcad,net_xauusd
125,75,200,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
125,75,200,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
125,100,50,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,50,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,75,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,75,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,100,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,100,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,125,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,125,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,150,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,150,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,175,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,175,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,100,200,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
125,100,200,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
125,125,50,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,50,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,75,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,75,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,100,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,100,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,125,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,125,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,150,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,150,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,175,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,175,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,125,200,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
125,125,200,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
125,150,50,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,50,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,75,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,75,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,100,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,100,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,125,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,125,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,150,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,150,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,175,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,175,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,150,200,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
125,150,200,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
125,175,50,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,50,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,75,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,75,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,100,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,100,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,125,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,125,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,150,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,150,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,175,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,175,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,175,200,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
125,175,200,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
125,200,50,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,50,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,75,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,75,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,100,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,100,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,125,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,125,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,150,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,150,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,175,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,175,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
125,200,200,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
125,200,200,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,50,50,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,50,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,75,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,75,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,100,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,100,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,125,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,125,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,150,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,150,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,175,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,175,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,50,200,True,99,-6.23,50.7,0.971,6.09,-16.29,-2.22,6.2
150,50,200,False,94,-22.71,51.1,0.88,0.93,-9.9,-12.22,-1.53
150,75,50,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,50,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,75,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,75,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,100,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,100,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,125,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,125,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,150,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,150,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,175,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,175,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,75,200,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
150,75,200,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
150,100,50,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,50,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,75,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,75,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,100,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,100,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,125,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,125,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,150,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,150,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,175,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,175,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,100,200,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
150,100,200,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
150,125,50,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,50,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,75,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,75,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,100,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,100,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,125,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,125,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,150,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,150,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,175,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,175,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,125,200,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
150,125,200,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
150,150,50,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,50,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,75,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,75,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,100,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,100,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,125,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,125,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,150,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,150,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,175,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,175,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,150,200,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
150,150,200,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
150,175,50,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,50,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,75,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,75,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,100,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,100,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,125,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,125,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,150,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,150,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,175,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,175,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,175,200,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
150,175,200,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
150,200,50,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,50,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,75,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,75,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,100,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,100,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,125,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,125,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,150,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,150,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,175,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,175,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
150,200,200,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
150,200,200,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,50,50,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,50,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,75,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,75,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,100,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,100,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,125,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,125,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,150,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,150,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,175,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,175,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,50,200,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
175,50,200,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
175,75,50,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,50,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,75,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,75,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,100,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,100,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,125,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,125,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,150,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,150,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,175,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,175,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,75,200,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
175,75,200,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
175,100,50,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,50,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,75,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,75,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,100,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,100,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,125,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,125,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,150,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,150,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,175,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,175,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,100,200,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
175,100,200,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
175,125,50,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,50,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,75,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,75,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,100,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,100,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,125,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,125,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,150,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,150,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,175,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,175,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,125,200,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
175,125,200,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
175,150,50,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,50,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,75,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,75,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,100,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,100,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,125,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,125,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,150,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,150,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,175,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,175,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,150,200,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
175,150,200,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
175,175,50,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,50,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,75,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,75,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,100,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,100,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,125,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,125,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,150,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,150,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,175,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,175,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,175,200,True,93,-18.53,47.7,0.91,-1.0,-18.62,-4.48,5.57
175,175,200,False,89,-33.0,48.9,0.826,-5.49,-14.23,-13.52,0.24
175,200,50,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,50,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,75,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,75,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,100,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,100,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,125,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,125,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,150,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,150,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,175,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,175,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
175,200,200,True,91,-16.14,48.0,0.919,-0.33,-14.58,-5.07,3.83
175,200,200,False,87,-36.42,48.1,0.807,-6.41,-14.04,-15.1,-0.86
200,50,50,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,50,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,75,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,75,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,100,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,100,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,125,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,125,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,150,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,150,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,175,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,175,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,50,200,True,98,-5.71,50.7,0.972,2.29,-6.34,-1.92,0.27
200,50,200,False,93,-22.44,51.1,0.878,-1.07,-4.66,-12.06,-4.65
200,75,50,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,50,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,75,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,75,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,100,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,100,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,125,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,125,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,150,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,150,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,175,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,175,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,75,200,True,98,-6.21,50.3,0.969,2.36,-7.23,-1.54,0.2
200,75,200,False,93,-22.68,51.1,0.877,-0.92,-5.41,-11.71,-4.64
200,100,50,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,50,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,75,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,75,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,100,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,100,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,125,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,125,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,150,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,150,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,175,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,175,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,100,200,True,97,-10.23,49.8,0.949,1.12,-9.38,-2.16,0.2
200,100,200,False,92,-27.23,50.5,0.852,-2.25,-8.02,-12.32,-4.64
200,125,50,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,50,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,75,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,75,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,100,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,100,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,125,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,125,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,150,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,150,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,175,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,175,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,125,200,True,96,-13.58,49.3,0.933,-0.15,-13.44,-1.46,1.47
200,125,200,False,91,-28.25,50.0,0.847,-3.79,-9.26,-11.59,-3.6
200,150,50,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
200,150,50,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
200,150,75,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
200,150,75,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
200,150,100,True,95,-12.16,48.6,0.941,-0.8,-15.98,-0.27,4.89
200,150,100,False,90,-29.94,49.8,0.841,-4.74,-13.63,-11.19,-0.37
